iter	Logloss
126	0.1560778482
127	0.1558401598
128	0.1556162371
129	0.1548900931
130	0.1546616799
131	0.1545981053
132	0.1542201451
133	0.1536751229
134	0.1531292071
135	0.152586016
136	0.1522979082
137	0.152235696
138	0.152197985
139	0.151240812
140	0.1502580261
141	0.1500024196
142	0.1497793579
143	0.1497293309
144	0.1490555355
145	0.1488908713
146	0.1486207908
147	0.148467974
148	0.1475443377
149	0.1471181597
150	0.1470537894
151	0.146933572
152	0.1467986625
153	0.1454917799
154	0.1447345843
155	0.1438936397
156	0.1437536403
157	0.1434268297
158	0.1429933384
159	0.1427979388
160	0.141792341
161	0.1410073199
162	0.1408306885
163	0.1406965746
164	0.1400944955
165	0.1393102918
166	0.1392016275
167	0.1381938825
168	0.1380621338
169	0.1372442082
170	0.1371712276
171	0.1368854523
172	0.1362664795
173	0.1358836583
174	0.1352776882
175	0.1350621469
176	0.1340692793
177	0.1338308498
178	0.1334062413
179	0.1332591684
180	0.1332114083
181	0.1326256016
182	0.1318812779
183	0.131812548
184	0.1312350791
185	0.1311907414
186	0.1305154964
187	0.1302294704
188	0.1300713348
189	0.1299830518
190	0.1292082868
191	0.1290450941
192	0.1287885502
193	0.1286277008
194	0.1284111459
195	0.1281532724
196	0.128069567
197	0.1278479658
198	0.1276524571
199	0.127444022
200	0.1273733303
201	0.1267877197
202	0.1262296731
203	0.1261093358
204	0.1251406642
205	0.1244250052
206	0.1236314392
207	0.1235966492
208	0.1234474618
209	0.1231553214
210	0.1227665165
211	0.1220312064
212	0.1217610713
213	0.1216876221
214	0.1214994049
215	0.1209101432
216	0.1206029946
217	0.1203044782
218	0.1200134713
219	0.1194872393
220	0.1194390978
221	0.1192582594
222	0.1191237749
223	0.1186717224
224	0.1182531629
225	0.1180845206
226	0.1180060795
227	0.1177683803
228	0.1173511287
229	0.1169967433
230	0.116882564
231	0.1164843096
232	0.1163990784
233	0.116081968
234	0.1160372489
235	0.1158575221
236	0.1150006866
237	0.1143287441
238	0.1142013986
239	0.1137070356
240	0.1137035915
241	0.1135738264
242	0.1133132499
243	0.1131948962
244	0.1130564008
245	0.1129211099
246	0.1123349653
247	0.1123335048
248	0.1117619106
249	0.1113039071
250	0.1110459682
251	0.1103972299
252	0.1100346157
253	0.109911499
254	0.1096478489
255	0.1094062805
256	0.1092495401
257	0.1088653455
258	0.1085588946
259	0.1083433315
260	0.1082085746
261	0.1081044006
262	0.1080541229
263	0.1076182229
264	0.1072673907
265	0.1069584329
266	0.1067132568
267	0.1066683851
268	0.1063958522
269	0.1063680921
270	0.1059691947
271	0.1057054465
272	0.1055485753
273	0.1053868212
274	0.1049966758
275	0.104839325
276	0.1037393842
277	0.1037354606
278	0.1037316677
279	0.1033371408
280	0.1030401393
281	0.1030228206
282	0.1029593658
283	0.1029033988
284	0.1024056462
285	0.1023705401
286	0.1023682077
287	0.1020286233
288	0.1020207323
289	0.1018519374
290	0.1016595459
291	0.1012042018
292	0.1010398538
293	0.1007669067
294	0.1003339059
295	0.09980814253
296	0.09958618164
297	0.09946973528
298	0.09921061925
299	0.09913597107
300	0.09882387434
301	0.09848136902
302	0.09841690063
303	0.09837400164
304	0.09825486319
305	0.09818241664
306	0.09801318577
307	0.09781028748
308	0.09742034912
309	0.09694489615
310	0.09672474452
311	0.09661654881
312	0.09651140485
313	0.09631022862
314	0.09612694877
315	0.09557307652
316	0.09534493583
317	0.0952923039
318	0.09493422372
319	0.09486576625
320	0.09472824097
321	0.09452501569
322	0.09431564331
323	0.09424227033
324	0.09384862627
325	0.09356397356
326	0.09299185617
327	0.09290738787
328	0.09257959638
329	0.09213886806
330	0.09180688041
331	0.09134983063
332	0.09107115064
333	0.09076432909
334	0.09058283125
335	0.09050733294
336	0.09043272836
337	0.09040494101
338	0.0899345289
339	0.08982659476
340	0.08969991411
341	0.08963306972
342	0.08962961469
343	0.08959747314
344	0.08954498291
345	0.0892792511
346	0.0892470496
347	0.08911950248
348	0.0890309797
349	0.08872193473
350	0.08862153734
351	0.08861994607
352	0.08848527636
353	0.08829575675
354	0.08785039084
355	0.08772503989
356	0.08762738909
357	0.08754876273
358	0.08754652841
359	0.08743410383
360	0.08739616394
361	0.08736876351
362	0.08725082397
363	0.0872177015
364	0.08712251936
365	0.08707265036
366	0.08687360491
367	0.08683234079
368	0.0866456168
369	0.08660424369
370	0.08654535566
371	0.08630770547
372	0.08628468105
373	0.08626608167
374	0.08613939558
375	0.08604678563
376	0.08588716779
377	0.08570542472
378	0.085699343
379	0.08569847652
380	0.08537600926
381	0.0849394771
382	0.08465021951
383	0.08428647178
384	0.08428568159
385	0.08425686428
386	0.08415420532
387	0.08413113185
388	0.08409185682
389	0.08398421151
390	0.08351711818
391	0.08351651873
392	0.08345465524
393	0.08331418719
394	0.08327529907
395	0.08313262939
396	0.08313206264
397	0.08298096793
398	0.08286433629
399	0.08229826791
400	0.08217915126
401	0.08208236694
402	0.08195837838
403	0.08170166016
404	0.08170024327
405	0.08161903381
406	0.08153391702
407	0.08152954102
408	0.08148361206
409	0.08145044054
410	0.08122711727
411	0.08117961339
412	0.08073190962
413	0.08066923959
414	0.08044242314
415	0.08041001456
416	0.0804094805
417	0.08034307207
418	0.08022699629
419	0.08018115452
420	0.08012148176
421	0.08010846819
422	0.07990099226
423	0.07970278604
424	0.07965674264
425	0.07955853054
426	0.0793876103
427	0.07934664045
428	0.07930670602
429	0.07918809073
430	0.07907425472
431	0.07904156821
432	0.07898151943
433	0.07879964556
434	0.07855178833
435	0.07855122158
436	0.0781993975
437	0.07815001896
438	0.07807047163
439	0.07806444986
440	0.07797113691
441	0.07769221715
442	0.0774874115
443	0.07736739022
444	0.07722683498
445	0.07697862898
446	0.07686378479
447	0.07686312539
448	0.07674314226
449	0.07673282078
450	0.07673237937
451	0.0767042487
452	0.07614431654
453	0.07614358085
454	0.0761321422
455	0.07592282431
456	0.07578023638
457	0.07577915737
458	0.07574577332
459	0.07562495095
460	0.07548135485
461	0.07540827615
462	0.07540738242
463	0.07500636509
464	0.07489422389
465	0.07488321032
466	0.07474367414
467	0.07452201298
468	0.07449359349
469	0.07449042729
470	0.07441907065
471	0.07410188947
472	0.07407871791
473	0.0738337871
474	0.07371145521
475	0.07368254525
476	0.0736819785
477	0.0735546984
478	0.07353257315
479	0.07344806671
480	0.07344676971
481	0.07331314087
482	0.07313998086
483	0.07303344727
484	0.07280400957
485	0.07253564562
486	0.07238885607
487	0.07234006609
488	0.07232414246
489	0.07232188634
490	0.0722851835
491	0.07228465489
492	0.07209496634
493	0.07205411094
494	0.07183745248
495	0.07177353995
496	0.0716198349
497	0.07157866342
498	0.07141060965
499	0.07134645735
